Netblock,Description,Num IPs
61.28.252.0/22,VinaData Information Technology Service JSC,1024
103.109.32.0/22,Next Technology Investment and Development Company Limited,1024
103.1.208.0/22,Viettel-CHT Company Ltd,1024
103.1.211.0/24,Viettel-CHT Company Ltd,256
115.84.176.0/22,Viettel - CHT Company Ltd,1024
115.84.180.0/22,Viettel - CHT Company Ltd,1024
125.212.192.0/22,Viettel Group,1024
125.212.192.0/24,Viettel Group,256
125.212.193.0/24,Viettel Group,256
125.212.194.0/24,Viettel Group,256
125.212.195.0/24,Viettel Group,256
125.212.196.0/22,Viettel Group,1024
125.212.196.0/24,Viettel Group,256
125.212.198.0/24,Viettel Group,256
125.212.200.0/22,Viettel Group,1024
125.212.204.0/22,Viettel Group,1024
125.212.224.0/21,Viettel Group,2048
125.212.224.0/24,Viettel Group,256
125.212.225.0/24,Viettel Group,256
125.212.226.0/24,Viettel Group,256
125.212.228.0/24,Viettel Group,256
125.212.229.0/24,Viettel Group,256
125.212.230.0/24,Viettel Group,256
125.212.232.0/22,Viettel Group,1024
125.212.236.0/22,Viettel Group,1024
171.244.0.0/22,Viettel Group,1024
171.244.10.0/24,Viettel Group,256
171.244.11.0/24,Viettel Group,256
171.244.12.0/22,Viettel Group,1024
171.244.12.0/24,Viettel Group,256
171.244.128.0/22,Viettel Group,1024
171.244.13.0/24,Viettel Group,256
171.244.132.0/22,Viettel Group,1024
171.244.14.0/24,Viettel Group,256
171.244.4.0/22,Viettel Group,1024
171.244.48.0/22,Viettel Group,1024
171.244.52.0/22,Viettel Group,1024
171.244.53.0/24,Viettel Group,256
171.244.56.0/22,Viettel Group,1024
171.244.57.0/24,Viettel Group,256
171.244.59.0/24,Viettel Group,256
171.244.8.0/22,Viettel Group,1024
171.244.8.0/24,Viettel Group,256
171.244.9.0/24,Viettel Group,256
210.211.104.0/21,Viettel - CHT Company Ltd,2048
210.211.112.0/21,Viettel - CHT Company Ltd,2048
210.211.120.0/22,Viettel - CHT Company Ltd,1024
210.211.124.0/22,Viettel - CHT Company Ltd,1024
210.211.96.0/21,Viettel - CHT Company Ltd,2048
210.211.99.0/24,Viettel - CHT Company Ltd,256
27.71.224.0/22,Viettel Group,1024
27.71.228.0/22,Viettel Group,1024
27.71.24.0/24,Viettel Group,256
27.71.25.0/24,Viettel Group,256
45.117.160.0/23,Viettel-CHT Company Ltd,512
45.117.162.0/23,Viettel-CHT Company Ltd,512
45.117.162.0/24,Viettel-CHT Company Ltd,256
45.117.163.0/24,Viettel-CHT Company Ltd,256
103.103.116.0/22,Digital Convergence Technology Solutions Company Limited,1024
103.109.40.0/22,Digital Rights Alliance Of Viet Nam Company Limited,1024
103.113.88.0/24,Development Joint Stock Company Viet Hung,256
103.113.89.0/24,Development Joint Stock Company Viet Hung,256
103.113.90.0/24,Development Joint Stock Company Viet Hung,256
103.113.91.0/24,Development Joint Stock Company Viet Hung,256
103.114.104.0/22,Son Thuy Investment Trading and Service Company Limited,1024
103.125.188.0/22,Hypernet Vietnam Technology Company Limited,1024
103.130.56.0/24,Horizon Limited Company,256
103.130.57.0/24,Horizon Limited Company,256
103.130.58.0/24,Horizon Limited Company,256
103.130.59.0/24,Horizon Limited Company,256
103.133.104.0/22,NOCIX Trading and Service Limited Company,1024
103.133.108.0/22,Vcloud service limited company,1024
103.138.108.0/23,MTK Technicial Equiptment Limited Company,512
103.138.88.0/23,Chili Joint Stock Company,512
103.138.90.0/23,Lam Van Limited Company,512
103.139.202.0/23,Sea Gem Company Limited,512
103.139.44.0/23,Trung Hieu Services Trading Investment Company Limited,512
103.140.250.0/23,Main Computer Trading Company Limited,512
103.141.136.0/22,Echip Service Trading Company Limited,1024
103.143.144.0/23,N Group Investment Joint Stock Company,512
103.145.0.0/23,Vietnam Directorate of Market Surveillance,512
103.145.252.0/22,Enterprise Sortware Company Limited,1024
103.145.4.0/24,ITCPLUS Vietnam Joint Stock Company,256
103.145.5.0/24,ITCPLUS Vietnam Joint Stock Company,256
103.147.184.0/23,NXKY Vietnam Company Limited,512
103.147.188.0/23,Cao Minh Holdings Vietnam Corporation Company,512
103.147.34.0/23,International Data Service Joint Stock Company,512
103.149.12.0/23,DTEKO Vietnam Technology Company Limited,512
103.149.250.0/23,Minh Phat Telecomunication service Company Limited,512
103.150.241.0/24,"INTELLIGENCE INFORMATION SYSTEM CO, LTD",256
103.151.122.0/23,NTT SERVICE TRADING COMPANY LIMITED,512
103.151.124.0/23,VSON TELECOMMUNICATION SERVICE COMPANY LIMITED,512
103.151.240.0/24,VSERVER EQUIPMENT TECHNOLOGY COMPANY LIMITED,256
103.151.241.0/24,VSERVER EQUIPMENT TECHNOLOGY COMPANY LIMITED,256
103.151.244.0/23,Hiep Nhat Company Limited,512
103.152.50.0/23,VESNET JOINT STOCK COMPANY,512
103.153.216.0/23,Sundata Joint Stock Company,512
103.153.254.0/23,Representative Office in Hanoi of Vinahost Company Limited,512
103.153.72.0/23,NANDA COMPANY LIMITED,512
103.153.74.0/23,NEW HORIZON INVESTMENT COMPANY LIMITED,512
103.153.76.0/23,Representative office of VietServer Services technology company limited,512
103.153.78.0/23,Representative office in HaNoi of VietServer Services technology company limited,512
103.155.228.0/23,Kien Phong Trading Service Telecommunication Company Limited,512
103.155.80.0/23,VIET SPEED SERVICE COMPANY LIMITED,512
103.155.82.0/23,VIETSPEED SERVICE COMPANY LIMITED,512
103.156.90.0/23,Representative office No. 2 of VietServer Services technology Ltd.,512
103.156.92.0/23,Representative office No. 3 of VietServer Services technology Ltd.,512
103.157.216.0/23,SAIGON TELECOMMUNICATIONS TECHNOLOGY SOLUTIONS COMPANY,512
103.159.52.0/23,7HOST VIET NAM COMPANY LIMITED,512
103.200.20.0/24,VIETNIX Solution and Technology Joint Stock Company,256
103.200.21.0/24,VIETNIX Solution and Technology Joint Stock Company,256
103.200.22.0/24,VIETNIX Solution and Technology Joint Stock Company,256
103.200.23.0/24,VIETNIX Solution and Technology Joint Stock Company,256
103.226.248.0/22,Global Data Joint Stock Company,1024
103.238.80.0/22,Cloudone Technology Company Limited,1024
103.48.188.0/24,BStar Joint Stock Company,256
103.48.189.0/24,BStar Joint Stock Company,256
103.48.190.0/24,BStar Joint Stock Company,256
103.48.80.0/22,Bach Kim Network solutions Join stock company,1024
103.54.248.0/24,House network trading services company limited,256
103.54.249.0/24,House network trading services company limited,256
103.54.250.0/24,House network trading services company limited,256
103.54.251.0/24,House network trading services company limited,256
103.68.248.0/22,PowerNet Company Limited,1024
103.69.194.0/23,Soha Company Limited,512
103.75.184.0/22,Inet software one member company limited,1024
103.78.92.0/24,VEGA Game Jointstock Company,256
103.82.24.0/22,Phong Thuy media joint stock company,1024
103.89.88.0/22,ETC Viet Nam development technology company limited,1024
103.90.220.0/24,VNETWORK Joint Stock Company,256
103.90.222.0/24,VNETWORK Joint Stock Company,256
103.90.224.0/24,Vietnix cloud company limited,256
103.90.225.0/24,Vietnix cloud company limited,256
103.90.226.0/24,Vietnix cloud company limited,256
103.90.227.0/24,Vietnix cloud company limited,256
103.9.206.0/24,GSS Investment Corporation,256
103.9.207.0/24,GSS Investment Corporation,256
103.97.124.0/24,Luu Tru So Company,256
103.99.0.0/22,VPSONLINE Ltd,1024
123.30.111.0/24,Vietnam Posts and Telecommunications Group,256
123.30.158.0/24,Vietnam Posts and Telecommunications Group,256
123.30.159.0/24,Vietnam Posts and Telecommunications Group,256
123.30.242.0/24,Vietnam Posts and Telecommunications Group,256
123.31.10.0/24,Vietnam Posts and Telecommunications Group,256
123.31.11.0/24,Vietnam Posts and Telecommunications Group,256
123.31.12.0/24,Vietnam Posts and Telecommunications Group,256
123.31.29.0/24,Vietnam Posts and Telecommunications Group,256
123.31.41.0/24,Vietnam Posts and Telecommunications Group,256
123.31.44.0/24,Vietnam Posts and Telecommunications Group,256
14.225.0.0/24,Vietnam Posts and Telecommunications Group,256
14.225.10.0/24,Vietnam Posts and Telecommunications Group,256
14.225.11.0/24,Vietnam Posts and Telecommunications Group,256
14.225.120.0/24,Vietnam Posts and Telecommunications Group,256
14.225.12.0/24,Vietnam Posts and Telecommunications Group,256
14.225.121.0/24,Vietnam Posts and Telecommunications Group,256
14.225.13.0/24,Vietnam Posts and Telecommunications Group,256
14.225.14.0/24,Vietnam Posts and Telecommunications Group,256
14.225.15.0/24,Vietnam Posts and Telecommunications Group,256
101.53.0.0/18,NetNam Corporation branch in Ho Chi Minh,16384
101.53.0.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.11.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.12.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.13.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.14.0/24,ip range assigned for SPSVIETNAM,256
101.53.15.0/24,ip range assigned for SPSVIETNAM,256
101.53.17.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.18.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.19.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.20.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.2.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.21.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.22.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.23.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.24.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.25.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.26.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.27.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.28.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.29.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.30.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.31.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.32.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.33.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.34.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.35.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.36.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.37.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.38.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.39.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.40.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.4.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.41.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.42.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.43.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.44.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.45.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.46.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.47.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.49.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.50.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.5.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.51.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.52.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.54.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.55.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.56.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.57.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.58.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.59.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.60.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.6.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.62.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.63.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.7.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.8.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.53.9.0/24,NetNam Corporation branch in Ho Chi Minh,256
101.96.100.0/24,NetNam Corporation,256
101.96.101.0/24,NetNam Corporation,256
101.96.102.0/24,NetNam Corporation,256
101.96.103.0/24,NetNam Corporation,256
101.96.104.0/24,NetNam Corporation,256
101.96.105.0/24,NetNam Corporation,256
101.96.106.0/24,NetNam Corporation,256
101.96.107.0/24,NetNam Corporation,256
101.96.108.0/23,NetNam Corporation,512
101.96.110.0/24,NetNam Corporation,256
101.96.112.0/24,NetNam Corporation,256
101.96.113.0/24,NetNam Corporation,256
101.96.114.0/24,NetNam Corporation,256
101.96.115.0/24,NetNam Corporation,256
101.96.116.0/24,NetNam Corporation,256
101.96.117.0/24,NetNam Corporation,256
101.96.118.0/24,NetNam Corporation,256
101.96.119.0/24,NetNam Corporation,256
101.96.120.0/24,NetNam Corporation,256
101.96.121.0/24,NetNam Corporation,256
101.96.122.0/24,NetNam Corporation,256
101.96.123.0/24,NetNam Corporation,256
101.96.124.0/24,NetNam Corporation,256
101.96.125.0/24,NetNam Corporation,256
101.96.126.0/24,NetNam Corporation,256
101.96.127.0/24,NetNam Corporation,256
101.96.64.0/18,NetNam Corporation,16384
101.96.65.0/24,NetNam Corporation,256
101.96.66.0/24,NetNam Corporation,256
101.96.67.0/24,NetNam Corporation,256
101.96.68.0/24,NetNam Corporation,256
101.96.69.0/24,NetNam Corporation,256
101.96.70.0/24,NetNam Corporation,256
101.96.71.0/24,NetNam Corporation,256
101.96.72.0/24,NetNam Corporation,256
101.96.73.0/24,NetNam Corporation,256
101.96.74.0/24,NetNam Corporation,256
101.96.75.0/24,NetNam Corporation,256
101.96.76.0/24,NetNam Corporation,256
101.96.77.0/24,NetNam Corporation,256
101.96.78.0/24,NetNam Corporation,256
101.96.79.0/24,NetNam Corporation,256
101.99.0.0/21,CMC Telecom Infrastructure Company,2048
101.99.0.0/23,CMC Telecom Infrastructure Company,512
101.99.10.0/24,CMC Telecom Infrastructure Company,256
101.99.1.0/24,CMC Telecom Infrastructure Company,256
101.99.12.0/22,CMC Telecom Infrastructure Company,1024
101.99.12.0/23,CMC Telecom Infrastructure Company,512
101.99.12.0/24,CMC Telecom Infrastructure Company,256
101.99.13.0/24,CMC Telecom Infrastructure Company,256
101.99.14.0/24,CMC Telecom Infrastructure Company,256
101.99.15.0/24,CMC Telecom Infrastructure Company,256
101.99.16.0/21,CMC Telecom Infrastructure Company,2048
101.99.16.0/22,CMC Telecom Infrastructure Company,1024
101.99.16.0/23,CMC Telecom Infrastructure Company,512
101.99.17.0/24,CMC Telecom Infrastructure Company,256
101.99.18.0/23,CMC Telecom Infrastructure Company,512
101.99.20.0/23,CMC Telecom Infrastructure Company,512
101.99.20.0/24,CMC Telecom Infrastructure Company,256
101.99.2.0/23,CMC Telecom Infrastructure Company,512
101.99.2.0/24,CMC Telecom Infrastructure Company,256
101.99.21.0/24,CMC Telecom Infrastructure Company,256
101.99.22.0/24,CMC Telecom Infrastructure Company,256
101.99.23.0/24,CMC Telecom Infrastructure Company,256
101.99.24.0/21,CMC Telecom Infrastructure Company,2048
101.99.24.0/23,CMC Telecom Infrastructure Company,512
101.99.24.0/24,CMC Telecom Infrastructure Company,256
101.99.25.0/24,CMC Telecom Infrastructure Company,256
101.99.26.0/23,CMC Telecom Infrastructure Company,512
101.99.26.0/24,CMC Telecom Infrastructure Company,256
101.99.27.0/24,CMC Telecom Infrastructure Company,256
101.99.28.0/23,CMC Telecom Infrastructure Company,512
101.99.28.0/24,CMC Telecom Infrastructure Company,256
101.99.29.0/24,CMC Telecom Infrastructure Company,256
101.99.30.0/23,CMC Telecom Infrastructure Company,512
101.99.31.0/24,CMC Telecom Infrastructure Company,256
101.99.32.0/21,CMC Telecom Infrastructure Company,2048
101.99.32.0/23,CMC Telecom Infrastructure Company,512
101.99.34.0/24,CMC Telecom Infrastructure Company,256
101.99.35.0/24,CMC Telecom Infrastructure Company,256
101.99.36.0/24,CMC Telecom Infrastructure Company,256
101.99.37.0/24,CMC Telecom Infrastructure Company,256
101.99.38.0/24,CMC Telecom Infrastructure Company,256
101.99.39.0/24,CMC Telecom Infrastructure Company,256
101.99.40.0/21,CMC Telecom Infrastructure Company,2048
101.99.40.0/23,CMC Telecom Infrastructure Company,512
101.99.40.0/24,CMC Telecom Infrastructure Company,256
101.99.41.0/24,CMC Telecom Infrastructure Company,256
101.99.42.0/23,CMC Telecom Infrastructure Company,512
101.99.44.0/23,CMC Telecom Infrastructure Company,512
101.99.44.0/24,CMC Telecom Infrastructure Company,256
101.99.45.0/24,CMC Telecom Infrastructure Company,256
101.99.46.0/23,CMC Telecom Infrastructure Company,512
101.99.46.0/24,CMC Telecom Infrastructure Company,256
101.99.47.0/24,CMC Telecom Infrastructure Company,256
101.99.48.0/21,CMC Telecom Infrastructure Company,2048
101.99.48.0/23,CMC Telecom Infrastructure Company,512
101.99.50.0/23,CMC Telecom Infrastructure Company,512
101.99.5.0/24,CMC Telecom Infrastructure Company,256
101.99.52.0/23,CMC Telecom Infrastructure Company,512
101.99.54.0/23,CMC Telecom Infrastructure Company,512
101.99.56.0/21,CMC Telecom Infrastructure Company,2048
101.99.56.0/23,CMC Telecom Infrastructure Company,512
101.99.58.0/23,CMC Telecom Infrastructure Company,512
101.99.58.0/24,CMC Telecom Infrastructure Company,256
101.99.59.0/24,CMC Telecom Infrastructure Company,256
101.99.60.0/23,CMC Telecom Infrastructure Company,512
101.99.6.0/23,CMC Telecom Infrastructure Company,512
101.99.6.0/24,CMC Telecom Infrastructure Company,256
101.99.62.0/23,CMC Telecom Infrastructure Company,512
101.99.62.0/24,CMC Telecom Infrastructure Company,256
101.99.63.0/24,CMC Telecom Infrastructure Company,256
101.99.7.0/24,CMC Telecom Infrastructure Company,256
101.99.8.0/21,CMC Telecom Infrastructure Company,2048
101.99.8.0/23,CMC Telecom Infrastructure Company,512
103.108.132.0/24,Jupiter IDC Company Limited,256
103.108.133.0/24,Jupiter IDC Company Limited,256
103.108.134.0/24,Jupiter IDC Company Limited,256
103.108.135.0/24,Jupiter IDC Company Limited,256
103.224.168.0/22,North Brand - CMC Telecom,1024
103.224.168.0/23,North Brand - CMC Telecom,512
103.224.170.0/24,North Brand - CMC Telecom,256
103.224.171.0/24,North Brand - CMC Telecom,256
103.229.40.0/22,North Brand - CMC Telecom,1024
103.229.42.0/24,North Brand - CMC Telecom,256
103.229.43.0/24,North Brand - CMC Telecom,256
103.246.220.0/22,North Brand - CMC Telecom,1024
103.246.220.0/23,North Brand - CMC Telecom,512
103.246.223.0/24,North Brand - CMC Telecom,256
103.63.104.0/22,Binh Duong Branch - CMC Telecom,1024
103.63.104.0/24,Binh Duong Branch - CMC Telecom,256
103.63.105.0/24,Binh Duong Branch - CMC Telecom,256
103.63.106.0/24,Binh Duong Branch - CMC Telecom,256
103.63.107.0/24,Binh Duong Branch - CMC Telecom,256
103.63.108.0/22,Hai Phong Brand - CMC Telecommunication Infrastructure Corporation,1024
103.63.110.0/24,Hai Phong Brand - CMC Telecommunication Infrastructure Corporation,256
103.63.112.0/22,CMC Telecom Branch (Hanoi City),1024
103.63.112.0/24,CMC Telecom Branch (Hanoi City),256
103.63.113.0/24,CMC Telecom Branch (Hanoi City),256
103.63.114.0/24,CMC Telecom Branch (Hanoi City),256
103.63.115.0/24,CMC Telecom Branch (Hanoi City),256
103.63.116.0/23,North Brand - CMC Telecom,512
103.200.60.0/22,Sai gon Postel Corporation,1024
116.118.0.0/17,Sai gon Postel Corporation,32768
116.118.0.0/18,ADSL service,16384
116.118.0.0/19,ADSL service,8192
116.118.0.0/20,ADSL service,4096
116.118.0.0/22,ADSL service,1024
116.118.100.0/23,ADSL service,512
116.118.102.0/23,ADSL service,512
116.118.104.0/22,ADSL service,1024
116.118.108.0/22,ADSL service,1024
116.118.112.0/20,ADSL service,4096
116.118.112.0/22,ADSL service,1024
116.118.116.0/22,ADSL service,1024
116.118.120.0/22,ADSL service,1024
116.118.12.0/22,ADSL service,1024
116.118.124.0/22,ADSL service,1024
116.118.16.0/20,ADSL service,4096
116.118.16.0/22,ADSL service,1024
116.118.20.0/23,ADSL service,512
116.118.32.0/19,ADSL service,8192
116.118.32.0/20,ADSL service,4096
116.118.32.0/22,ADSL service,1024
116.118.36.0/22,ADSL service,1024
116.118.40.0/22,ADSL service,1024
116.118.4.0/22,ADSL service,1024
116.118.48.0/20,ADSL service,4096
116.118.48.0/22,ADSL service,1024
116.118.52.0/22,ADSL service,1024
116.118.56.0/23,ADSL service,512
116.118.60.0/22,ADSL service,1024
116.118.64.0/18,ADSL service,16384
116.118.64.0/19,ADSL service,8192
116.118.64.0/20,ADSL service,4096
116.118.64.0/22,ADSL service,1024
116.118.68.0/22,ADSL service,1024
116.118.72.0/22,ADSL service,1024
116.118.76.0/22,ADSL service,1024
116.118.80.0/20,ADSL service,4096
116.118.80.0/22,ADSL service,1024
116.118.8.0/22,ADSL service,1024
116.118.96.0/19,ADSL service,8192
116.118.96.0/20,ADSL service,4096
116.118.96.0/22,ADSL service,1024
180.93.0.0/16,Saigon Postel Corporation,65536
180.93.0.0/17,Saigon Postel Corporation,32768
180.93.0.0/18,Saigon Postel Corporation,16384
180.93.0.0/19,Saigon Postel Corporation,8192
180.93.0.0/20,Saigon Postel Corporation,4096
180.93.0.0/22,Saigon Postel Corporation,1024
180.93.100.0/22,Saigon Postel Corporation,1024
180.93.104.0/24,Saigon Postel Corporation,256
180.93.106.0/23,Saigon Postel Corporation,512
180.93.108.0/23,Saigon Postel Corporation,512
180.93.112.0/20,Saigon Postel Corporation,4096
180.93.112.0/22,Saigon Postel Corporation,1024
180.93.116.0/22,Saigon Postel Corporation,1024
180.93.12.0/22,Saigon Postel Corporation,1024
180.93.122.0/23,Saigon Postel Corporation,512
180.93.128.0/17,Saigon Postel Corporation,32768
180.93.128.0/18,Saigon Postel Corporation,16384
180.93.128.0/19,Saigon Postel Corporation,8192
180.93.128.0/20,Saigon Postel Corporation,4096
180.93.132.0/22,Saigon Postel Corporation,1024
180.93.140.0/22,Saigon Postel Corporation,1024
180.93.143.0/24,Saigon Postel Corporation,256
180.93.144.0/20,Saigon Postel Corporation,4096
180.93.144.0/22,Saigon Postel Corporation,1024
180.93.148.0/23,Saigon Postel Corporation,512
180.93.150.0/23,Saigon Postel Corporation,512
180.93.152.0/22,Saigon Postel Corporation,1024
180.93.156.0/23,Saigon Postel Corporation,512
180.93.160.0/19,Saigon Postel Corporation,8192
180.93.160.0/20,Saigon Postel Corporation,4096
180.93.160.0/22,Saigon Postel Corporation,1024
180.93.16.0/20,Saigon Postel Corporation,4096
180.93.16.0/23,Saigon Postel Corporation,512
180.93.164.0/22,Saigon Postel Corporation,1024
180.93.168.0/22,Saigon Postel Corporation,1024
180.93.176.0/20,Saigon Postel Corporation,4096
180.93.184.0/22,Saigon Postel Corporation,1024
180.93.188.0/23,Saigon Postel Corporation,512
180.93.190.0/23,Saigon Postel Corporation,512
180.93.192.0/18,Saigon Postel Corporation,16384
180.93.192.0/19,Saigon Postel Corporation,8192
180.93.192.0/20,Saigon Postel Corporation,4096
180.93.196.0/23,Saigon Postel Corporation,512
180.93.198.0/23,Saigon Postel Corporation,512
180.93.20.0/23,Saigon Postel Corporation,512
180.93.204.0/22,Saigon Postel Corporation,1024
180.93.208.0/20,Saigon Postel Corporation,4096
180.93.208.0/22,Saigon Postel Corporation,1024
180.93.212.0/22,Saigon Postel Corporation,1024
180.93.216.0/22,Saigon Postel Corporation,1024
180.93.220.0/22,Saigon Postel Corporation,1024
180.93.22.0/24,Saigon Postel Corporation,256
180.93.224.0/19,Saigon Postel Corporation,8192
180.93.224.0/20,Saigon Postel Corporation,4096
180.93.226.0/23,Saigon Postel Corporation,512
180.93.228.0/23,Saigon Postel Corporation,512
180.93.230.0/23,Saigon Postel Corporation,512
112.197.0.0/16,SaiGon Tourist Cable Television,65536
112.197.0.0/20,Cung cap dich vu Internet khach hang quan 1,4096
112.197.1.0/24,SaiGon Tourist Cable Television,256
112.197.112.0/20,Cung cap dich vu Internet khach hang quan 3,4096
112.197.128.0/20,Cung cap dich vu Internet khach hang quan 6,4096
112.197.14.0/24,Cung cap dich vu Internet khach hang quan 1,256
112.197.144.0/20,Cung cap dich vu Internet khach hang quan 6,4096
112.197.160.0/20,Cung cap dich vu Internet khach hang quan  8,4096
112.197.16.0/20,Cung cap dich vu Internet khach hang quan 1,4096
112.197.16.0/24,Cung cap dich vu Internet khach hang quan 1,256
112.197.17.0/24,Cung cap dich vu Internet khach hang quan 1,256
112.197.176.0/20,Cung cap dich vu Internet khach hang quan 2,4096
112.197.192.0/20,Cung cap dich vu Internet khach hang quan Binh Thanh,4096
112.197.2.0/24,SaiGon Tourist Cable Television,256
112.197.208.0/20,Cung cap dich vu Internet khach hang quan Binh Thanh,4096
112.197.224.0/20,Cung cap dich vu Internet khach hang quan Tan Binh,4096
112.197.240.0/20,SaiGon Tourist Cable Television,4096
112.197.31.0/24,Cung cap dich vu Internet khach hang quan 1,256
112.197.32.0/20,Cung cap dich vu Internet khach hang quan Go Vap,4096
112.197.32.0/22,Cung cap dich vu Internet khach hang quan Go Vap,1024
112.197.44.0/22,Cung cap dich vu Internet cho khach hang Quan 12,1024
112.197.47.0/24,Cung cap dich vu Internet cho khach hang Quan 12,256
112.197.48.0/20,Cung cap dich vu Internet khach hang quan Tan Binh,4096
112.197.54.0/24,Cung cap dich vu Internet khach hang quan Tan Binh,256
112.197.58.0/24,Cung cap dich vu Internet khach hang quan Tan Binh,256
112.197.59.0/24,Cung cap dich vu Internet khach hang quan Tan Binh,256
112.197.64.0/20,Cung cap dich vu Internet khach hang quan 10,4096
112.197.80.0/20,Cung cap dich vu Internet khach hang quan 10,4096
112.197.96.0/20,Cung cap dich vu Internet khach hang quan 3,4096
27.2.0.0/15,SaiGon Tourist Cable Television,131072
27.2.0.0/20,SaiGon Tourist Cable Television,4096
27.2.112.0/20,SaiGon Tourist Cable Television,4096
27.2.12.0/22,SaiGon Tourist Cable Television,1024
27.2.128.0/20,SaiGon Tourist Cable Television,4096
27.2.144.0/20,SaiGon Tourist Cable Television,4096
27.2.160.0/20,SaiGon Tourist Cable Television,4096
27.2.16.0/20,SaiGon Tourist Cable Television,4096
27.2.176.0/20,SaiGon Tourist Cable Television,4096
27.2.192.0/20,SaiGon Tourist Cable Television,4096
27.2.20.0/23,SaiGon Tourist Cable Television,512
27.2.208.0/20,SaiGon Tourist Cable Television,4096
27.2.22.0/23,SaiGon Tourist Cable Television,512
27.2.224.0/20,SaiGon Tourist Cable Television,4096
27.2.240.0/20,SaiGon Tourist Cable Television,4096
27.2.32.0/20,SaiGon Tourist Cable Television,4096
27.2.48.0/20,SaiGon Tourist Cable Television,4096
27.2.64.0/20,SaiGon Tourist Cable Television,4096
27.2.80.0/20,SaiGon Tourist Cable Television,4096
27.2.96.0/20,SaiGon Tourist Cable Television,4096
27.3.0.0/20,SaiGon Tourist Cable Television,4096
27.3.112.0/20,SaiGon Tourist Cable Television,4096
27.3.12.0/22,SaiGon Tourist Cable Television,1024
27.3.128.0/20,SaiGon Tourist Cable Television,4096
27.3.144.0/20,SaiGon Tourist Cable Television,4096
27.3.160.0/20,SaiGon Tourist Cable Television,4096
27.3.16.0/20,SaiGon Tourist Cable Television,4096
27.3.176.0/20,SaiGon Tourist Cable Television,4096
27.3.192.0/20,SaiGon Tourist Cable Television,4096
27.3.208.0/20,SaiGon Tourist Cable Television,4096
27.3.224.0/20,SaiGon Tourist Cable Television,4096
27.3.240.0/20,SaiGon Tourist Cable Television,4096
27.3.32.0/20,SaiGon Tourist Cable Television,4096
27.3.48.0/20,SaiGon Tourist Cable Television,4096
